"","date","state","case","daily_case"
"California.670",2020-04-05,"California",15034,2197
"California.671",2020-04-06,"California",16019,985
"California.672",2020-04-07,"California",17351,1332
"California.673",2020-04-08,"California",18897,1546
"California.674",2020-04-09,"California",19710,813
"California.675",2020-04-10,"California",21081,1371
"California.676",2020-04-11,"California",21706,625
"California.677",2020-04-12,"California",22795,1089
"California.678",2020-04-13,"California",23931,1136
"California.679",2020-04-14,"California",25356,1425
"California.680",2020-04-15,"California",26686,1330
"California.681",2020-04-16,"California",27677,991
"California.682",2020-04-17,"California",29157,1480
"California.683",2020-04-18,"California",30491,1334
"California.684",2020-04-19,"California",31431,940
"California.685",2020-04-20,"California",33686,2255
"California.686",2020-04-21,"California",35465,1779
"California.687",2020-04-22,"California",37344,1879
"California.688",2020-04-23,"California",39561,2217
"California.689",2020-04-24,"California",41355,1794
"California.690",2020-04-25,"California",42368,1013
"California.691",2020-04-26,"California",43558,1190
"California.692",2020-04-27,"California",44966,1408
"California.693",2020-04-28,"California",46164,1198
"California.694",2020-04-29,"California",48747,2583
"California.695",2020-04-30,"California",50130,1383
"California.696",2020-05-01,"California",52026,1896
"California.697",2020-05-02,"California",53347,1321
"California.698",2020-05-03,"California",54903,1556
"California.699",2020-05-04,"California",55884,981
"California.700",2020-05-05,"California",58456,2572
"California.701",2020-05-06,"California",60616,2160
"California.702",2020-05-07,"California",62148,1532
"California.703",2020-05-08,"California",63779,1631
"California.704",2020-05-09,"California",66558,2779
"California.705",2020-05-10,"California",67600,1042
"California.706",2020-05-11,"California",69329,1729
"California.707",2020-05-12,"California",70978,1649
"California.708",2020-05-13,"California",72798,1820
"California.709",2020-05-14,"California",74871,2073
"California.710",2020-05-15,"California",76693,1822
"California.711",2020-05-16,"California",78725,2032
"California.712",2020-05-17,"California",80166,1441
"California.713",2020-05-18,"California",81457,1291
"California.714",2020-05-19,"California",83752,2295
"Colorado.715",2020-01-22,"Colorado",0,0
"Colorado.716",2020-01-23,"Colorado",0,0
"Colorado.717",2020-01-24,"Colorado",0,0
"Colorado.718",2020-01-25,"Colorado",0,0
"Colorado.719",2020-01-26,"Colorado",0,0
"Colorado.720",2020-01-27,"Colorado",0,0
"Colorado.721",2020-01-28,"Colorado",0,0
"Colorado.722",2020-01-29,"Colorado",0,0
"Colorado.723",2020-01-30,"Colorado",0,0
"Colorado.724",2020-01-31,"Colorado",0,0
"Colorado.725",2020-02-01,"Colorado",0,0
"Colorado.726",2020-02-02,"Colorado",0,0
"Colorado.727",2020-02-03,"Colorado",0,0
"Colorado.728",2020-02-04,"Colorado",0,0
"Colorado.729",2020-02-05,"Colorado",0,0
"Colorado.730",2020-02-06,"Colorado",0,0
"Colorado.731",2020-02-07,"Colorado",0,0
"Colorado.732",2020-02-08,"Colorado",0,0
"Colorado.733",2020-02-09,"Colorado",0,0
"Colorado.734",2020-02-10,"Colorado",0,0
"Colorado.735",2020-02-11,"Colorado",0,0
"Colorado.736",2020-02-12,"Colorado",0,0
"Colorado.737",2020-02-13,"Colorado",0,0
"Colorado.738",2020-02-14,"Colorado",0,0
"Colorado.739",2020-02-15,"Colorado",0,0
"Colorado.740",2020-02-16,"Colorado",0,0
"Colorado.741",2020-02-17,"Colorado",0,0
"Colorado.742",2020-02-18,"Colorado",0,0
"Colorado.743",2020-02-19,"Colorado",0,0
"Colorado.744",2020-02-20,"Colorado",0,0
"Colorado.745",2020-02-21,"Colorado",0,0
"Colorado.746",2020-02-22,"Colorado",0,0
"Colorado.747",2020-02-23,"Colorado",0,0
"Colorado.748",2020-02-24,"Colorado",0,0
"Colorado.749",2020-02-25,"Colorado",0,0
"Colorado.750",2020-02-26,"Colorado",0,0
"Colorado.751",2020-02-27,"Colorado",0,0
"Colorado.752",2020-02-28,"Colorado",0,0
"Colorado.753",2020-02-29,"Colorado",0,0
"Colorado.754",2020-03-01,"Colorado",0,0
"Colorado.755",2020-03-02,"Colorado",0,0
"Colorado.756",2020-03-03,"Colorado",0,0
"Colorado.757",2020-03-04,"Colorado",0,0
"Colorado.758",2020-03-05,"Colorado",2,2
"Colorado.759",2020-03-06,"Colorado",8,6
"Colorado.760",2020-03-07,"Colorado",8,0
"Colorado.761",2020-03-08,"Colorado",8,0
"Colorado.762",2020-03-09,"Colorado",12,4
"Colorado.763",2020-03-10,"Colorado",17,5
"Colorado.764",2020-03-11,"Colorado",34,17
"Colorado.765",2020-03-12,"Colorado",49,15
"Colorado.766",2020-03-13,"Colorado",78,29
"Colorado.767",2020-03-14,"Colorado",103,25
"Colorado.768",2020-03-15,"Colorado",136,33
"Colorado.769",2020-03-16,"Colorado",161,25
"Colorado.770",2020-03-17,"Colorado",183,22
"Colorado.771",2020-03-18,"Colorado",216,33
"Colorado.772",2020-03-19,"Colorado",278,62
"Colorado.773",2020-03-20,"Colorado",364,86
"Colorado.774",2020-03-21,"Colorado",475,111
"Colorado.775",2020-03-22,"Colorado",595,120
"Colorado.776",2020-03-23,"Colorado",723,128
"Colorado.777",2020-03-24,"Colorado",912,189
"Colorado.778",2020-03-25,"Colorado",1087,175
"Colorado.779",2020-03-26,"Colorado",1430,343
"Colorado.780",2020-03-27,"Colorado",1738,308
"Colorado.781",2020-03-28,"Colorado",2061,323
"Colorado.782",2020-03-29,"Colorado",2308,247
"Colorado.783",2020-03-30,"Colorado",2627,319
"Colorado.784",2020-03-31,"Colorado",2966,339
"Colorado.785",2020-04-01,"Colorado",3342,376
"Colorado.786",2020-04-02,"Colorado",3728,386
"Colorado.787",2020-04-03,"Colorado",4173,445
"Colorado.788",2020-04-04,"Colorado",4565,392
"Colorado.789",2020-04-05,"Colorado",4950,385
"Colorado.790",2020-04-06,"Colorado",5183,233
"Colorado.791",2020-04-07,"Colorado",5429,246
"Colorado.792",2020-04-08,"Colorado",5655,226
"Colorado.793",2020-04-09,"Colorado",6202,547
"Colorado.794",2020-04-10,"Colorado",6513,311
"Colorado.795",2020-04-11,"Colorado",6893,380
"Colorado.796",2020-04-12,"Colorado",7307,414
"Colorado.797",2020-04-13,"Colorado",7696,389
"Colorado.798",2020-04-14,"Colorado",7950,254
"Colorado.799",2020-04-15,"Colorado",8280,330
"Colorado.800",2020-04-16,"Colorado",8675,395
"Colorado.801",2020-04-17,"Colorado",9047,372
"Colorado.802",2020-04-18,"Colorado",9440,393
"Colorado.803",2020-04-19,"Colorado",9730,290
"Colorado.804",2020-04-20,"Colorado",10112,382
"Colorado.805",2020-04-21,"Colorado",10473,361
"Colorado.806",2020-04-22,"Colorado",10891,418
"Colorado.807",2020-04-23,"Colorado",11278,387
"Colorado.808",2020-04-24,"Colorado",12256,978
"Colorado.809",2020-04-25,"Colorado",12968,712
"Colorado.810",2020-04-26,"Colorado",13441,473
"Colorado.811",2020-04-27,"Colorado",13879,438
"Colorado.812",2020-04-28,"Colorado",14316,437
"Colorado.813",2020-04-29,"Colorado",14758,442
"Colorado.814",2020-04-30,"Colorado",15284,526
"Colorado.815",2020-05-01,"Colorado",15793,509
"Colorado.816",2020-05-02,"Colorado",16225,432
"Colorado.817",2020-05-03,"Colorado",16635,410
"Colorado.818",2020-05-04,"Colorado",16918,283
"Colorado.819",2020-05-05,"Colorado",17367,449
"Colorado.820",2020-05-06,"Colorado",17832,465
"Colorado.821",2020-05-07,"Colorado",18370,538
"Colorado.822",2020-05-08,"Colorado",18827,457
"Colorado.823",2020-05-09,"Colorado",19375,548
"Colorado.824",2020-05-10,"Colorado",19703,328
"Colorado.825",2020-05-11,"Colorado",19879,176
"Colorado.826",2020-05-12,"Colorado",20157,278
"Colorado.827",2020-05-13,"Colorado",20475,318
"Colorado.828",2020-05-14,"Colorado",20838,363
"Colorado.829",2020-05-15,"Colorado",21232,394
"Colorado.830",2020-05-16,"Colorado",21633,401
"Colorado.831",2020-05-17,"Colorado",21938,305
"Colorado.832",2020-05-18,"Colorado",22202,264
"Colorado.833",2020-05-19,"Colorado",22482,280
"Connecticut.834",2020-01-22,"Connecticut",0,0
"Connecticut.835",2020-01-23,"Connecticut",0,0
"Connecticut.836",2020-01-24,"Connecticut",0,0
"Connecticut.837",2020-01-25,"Connecticut",0,0
"Connecticut.838",2020-01-26,"Connecticut",0,0
"Connecticut.839",2020-01-27,"Connecticut",0,0
"Connecticut.840",2020-01-28,"Connecticut",0,0
"Connecticut.841",2020-01-29,"Connecticut",0,0
"Connecticut.842",2020-01-30,"Connecticut",0,0
"Connecticut.843",2020-01-31,"Connecticut",0,0
"Connecticut.844",2020-02-01,"Connecticut",0,0
"Connecticut.845",2020-02-02,"Connecticut",0,0
"Connecticut.846",2020-02-03,"Connecticut",0,0
"Connecticut.847",2020-02-04,"Connecticut",0,0
"Connecticut.848",2020-02-05,"Connecticut",0,0
"Connecticut.849",2020-02-06,"Connecticut",0,0
"Connecticut.850",2020-02-07,"Connecticut",0,0
"Connecticut.851",2020-02-08,"Connecticut",0,0
"Connecticut.852",2020-02-09,"Connecticut",0,0
"Connecticut.853",2020-02-10,"Connecticut",0,0
"Connecticut.854",2020-02-11,"Connecticut",0,0
"Connecticut.855",2020-02-12,"Connecticut",0,0
"Connecticut.856",2020-02-13,"Connecticut",0,0
"Connecticut.857",2020-02-14,"Connecticut",0,0
"Connecticut.858",2020-02-15,"Connecticut",0,0
"Connecticut.859",2020-02-16,"Connecticut",0,0
"Connecticut.860",2020-02-17,"Connecticut",0,0
"Connecticut.861",2020-02-18,"Connecticut",0,0
"Connecticut.862",2020-02-19,"Connecticut",0,0
"Connecticut.863",2020-02-20,"Connecticut",0,0
"Connecticut.864",2020-02-21,"Connecticut",0,0
"Connecticut.865",2020-02-22,"Connecticut",0,0
"Connecticut.866",2020-02-23,"Connecticut",0,0
"Connecticut.867",2020-02-24,"Connecticut",0,0
"Connecticut.868",2020-02-25,"Connecticut",0,0
"Connecticut.869",2020-02-26,"Connecticut",0,0
"Connecticut.870",2020-02-27,"Connecticut",0,0
"Connecticut.871",2020-02-28,"Connecticut",0,0
"Connecticut.872",2020-02-29,"Connecticut",0,0
"Connecticut.873",2020-03-01,"Connecticut",0,0
"Connecticut.874",2020-03-02,"Connecticut",0,0
"Connecticut.875",2020-03-03,"Connecticut",0,0
"Connecticut.876",2020-03-04,"Connecticut",0,0
"Connecticut.877",2020-03-05,"Connecticut",0,0
"Connecticut.878",2020-03-06,"Connecticut",0,0
"Connecticut.879",2020-03-07,"Connecticut",0,0
"Connecticut.880",2020-03-08,"Connecticut",0,0
"Connecticut.881",2020-03-09,"Connecticut",0,0
"Connecticut.882",2020-03-10,"Connecticut",1,1
"Connecticut.883",2020-03-11,"Connecticut",3,2
"Connecticut.884",2020-03-12,"Connecticut",5,2
"Connecticut.885",2020-03-13,"Connecticut",11,6
"Connecticut.886",2020-03-14,"Connecticut",23,12
"Connecticut.887",2020-03-15,"Connecticut",24,1
"Connecticut.888",2020-03-16,"Connecticut",41,17
"Connecticut.889",2020-03-17,"Connecticut",68,27
"Connecticut.890",2020-03-18,"Connecticut",96,28
"Connecticut.891",2020-03-19,"Connecticut",159,63
"Connecticut.892",2020-03-20,"Connecticut",194,35
"Connecticut.893",2020-03-21,"Connecticut",194,0
"Connecticut.894",2020-03-22,"Connecticut",327,133
"Connecticut.895",2020-03-23,"Connecticut",415,88
"Connecticut.896",2020-03-24,"Connecticut",618,203
"Connecticut.897",2020-03-25,"Connecticut",875,257
"Connecticut.898",2020-03-26,"Connecticut",1012,137
"Connecticut.899",2020-03-27,"Connecticut",1291,279
"Connecticut.900",2020-03-28,"Connecticut",1524,233
"Connecticut.901",2020-03-29,"Connecticut",1993,469
"Connecticut.902",2020-03-30,"Connecticut",2571,578
"Connecticut.903",2020-03-31,"Connecticut",3128,557
"Connecticut.904",2020-04-01,"Connecticut",3557,429
"Connecticut.905",2020-04-02,"Connecticut",3824,267
"Connecticut.906",2020-04-03,"Connecticut",4914,1090
"Connecticut.907",2020-04-04,"Connecticut",5276,362
"Connecticut.908",2020-04-05,"Connecticut",5675,399
"Connecticut.909",2020-04-06,"Connecticut",6906,1231
"Connecticut.910",2020-04-07,"Connecticut",7781,875
"Connecticut.911",2020-04-08,"Connecticut",7781,0
"Connecticut.912",2020-04-09,"Connecticut",9784,2003
"Connecticut.913",2020-04-10,"Connecticut",10538,754
"Connecticut.914",2020-04-11,"Connecticut",11510,972
"Connecticut.915",2020-04-12,"Connecticut",12035,525
"Connecticut.916",2020-04-13,"Connecticut",13381,1346
"Connecticut.917",2020-04-14,"Connecticut",13989,608
"Connecticut.918",2020-04-15,"Connecticut",14755,766
"Connecticut.919",2020-04-16,"Connecticut",15884,1129
"Connecticut.920",2020-04-17,"Connecticut",16809,925
"Connecticut.921",2020-04-18,"Connecticut",17550,741
"Connecticut.922",2020-04-19,"Connecticut",17962,412
"Connecticut.923",2020-04-20,"Connecticut",19815,1853
"Connecticut.924",2020-04-21,"Connecticut",20360,545
"Connecticut.925",2020-04-22,"Connecticut",22469,2109
"Connecticut.926",2020-04-23,"Connecticut",23100,631
"Connecticut.927",2020-04-24,"Connecticut",23936,836
"Connecticut.928",2020-04-25,"Connecticut",24583,647
"Connecticut.929",2020-04-26,"Connecticut",25269,686
"Connecticut.930",2020-04-27,"Connecticut",25997,728
"Connecticut.931",2020-04-28,"Connecticut",26312,315
"Connecticut.932",2020-04-29,"Connecticut",26767,455
"Connecticut.933",2020-04-30,"Connecticut",27700,933
"Connecticut.934",2020-05-01,"Connecticut",28764,1064
"Connecticut.935",2020-05-02,"Connecticut",29287,523
"Connecticut.936",2020-05-03,"Connecticut",29287,0
"Connecticut.937",2020-05-04,"Connecticut",29973,686
"Connecticut.938",2020-05-05,"Connecticut",30621,648
"Connecticut.939",2020-05-06,"Connecticut",30995,374
"Connecticut.940",2020-05-07,"Connecticut",31784,789
"Connecticut.941",2020-05-08,"Connecticut",32411,627
"Connecticut.942",2020-05-09,"Connecticut",32984,573
"Connecticut.943",2020-05-10,"Connecticut",33554,570
"Connecticut.944",2020-05-11,"Connecticut",33765,211
"Connecticut.945",2020-05-12,"Connecticut",34333,568
"Connecticut.946",2020-05-13,"Connecticut",34855,522
"Connecticut.947",2020-05-14,"Connecticut",35464,609
"Connecticut.948",2020-05-15,"Connecticut",36085,621
"Connecticut.949",2020-05-16,"Connecticut",36703,618
"Connecticut.950",2020-05-17,"Connecticut",37419,716
"Connecticut.951",2020-05-18,"Connecticut",38116,697
"Connecticut.952",2020-05-19,"Connecticut",38430,314
"Delaware.953",2020-01-22,"Delaware",0,0
"Delaware.954",2020-01-23,"Delaware",0,0
"Delaware.955",2020-01-24,"Delaware",0,0
"Delaware.956",2020-01-25,"Delaware",0,0
"Delaware.957",2020-01-26,"Delaware",0,0
"Delaware.958",2020-01-27,"Delaware",0,0
"Delaware.959",2020-01-28,"Delaware",0,0
"Delaware.960",2020-01-29,"Delaware",0,0
"Delaware.961",2020-01-30,"Delaware",0,0
"Delaware.962",2020-01-31,"Delaware",0,0
"Delaware.963",2020-02-01,"Delaware",0,0
"Delaware.964",2020-02-02,"Delaware",0,0
"Delaware.965",2020-02-03,"Delaware",0,0
"Delaware.966",2020-02-04,"Delaware",0,0
"Delaware.967",2020-02-05,"Delaware",0,0
"Delaware.968",2020-02-06,"Delaware",0,0
"Delaware.969",2020-02-07,"Delaware",0,0
"Delaware.970",2020-02-08,"Delaware",0,0
"Delaware.971",2020-02-09,"Delaware",0,0
"Delaware.972",2020-02-10,"Delaware",0,0
"Delaware.973",2020-02-11,"Delaware",0,0
"Delaware.974",2020-02-12,"Delaware",0,0
"Delaware.975",2020-02-13,"Delaware",0,0
"Delaware.976",2020-02-14,"Delaware",0,0
"Delaware.977",2020-02-15,"Delaware",0,0
"Delaware.978",2020-02-16,"Delaware",0,0
"Delaware.979",2020-02-17,"Delaware",0,0
"Delaware.980",2020-02-18,"Delaware",0,0
"Delaware.981",2020-02-19,"Delaware",0,0
"Delaware.982",2020-02-20,"Delaware",0,0
"Delaware.983",2020-02-21,"Delaware",0,0
"Delaware.984",2020-02-22,"Delaware",0,0
"Delaware.985",2020-02-23,"Delaware",0,0
"Delaware.986",2020-02-24,"Delaware",0,0
"Delaware.987",2020-02-25,"Delaware",0,0
"Delaware.988",2020-02-26,"Delaware",0,0
"Delaware.989",2020-02-27,"Delaware",0,0
"Delaware.990",2020-02-28,"Delaware",0,0
"Delaware.991",2020-02-29,"Delaware",0,0
"Delaware.992",2020-03-01,"Delaware",0,0
"Delaware.993",2020-03-02,"Delaware",0,0
"Delaware.994",2020-03-03,"Delaware",0,0
"Delaware.995",2020-03-04,"Delaware",0,0
"Delaware.996",2020-03-05,"Delaware",0,0
"Delaware.997",2020-03-06,"Delaware",0,0
"Delaware.998",2020-03-07,"Delaware",0,0
"Delaware.999",2020-03-08,"Delaware",0,0
"Delaware.1000",2020-03-09,"Delaware",0,0
"Delaware.1001",2020-03-10,"Delaware",0,0
"Delaware.1002",2020-03-11,"Delaware",1,1
"Delaware.1003",2020-03-12,"Delaware",1,0
"Delaware.1004",2020-03-13,"Delaware",4,3
"Delaware.1005",2020-03-14,"Delaware",6,2
"Delaware.1006",2020-03-15,"Delaware",6,0
"Delaware.1007",2020-03-16,"Delaware",8,2
